id,cd_sig,code_10km,id_gps_data,id_device,gps_date,ttf,temperature,sat_number,hdop,latitude,longitude,altitude,dimension,accurate
4140,1kmL93E1059N6349,E1059N6349,"42480","17",2022/09/30 00:00:00,,"7",,,44.153175,7.49553,"2334",,vrai
4140,1kmL93E1059N6349,E1059N6349,"42479","17",2022/09/29 18:00:00,,"6",,,44.1531283,7.4950317,"2286",,vrai
4140,1kmL93E1059N6349,E1059N6349,"42478","17",2022/09/29 12:00:00,,"14",,,44.1506533,7.4910133,"2283",,vrai
4140,1kmL93E1059N6349,E1059N6349,"42475","17",2022/09/28 12:00:00,,"12",,,44.1507583,7.4910783,"2290",,vrai
4140,1kmL93E1059N6349,E1059N6349,"42474","17",2022/09/28 06:00:00,,"9",,,44.1506433,7.4906333,"2310",,vrai
4140,1kmL93E1059N6349,E1059N6349,"42451","17",2022/09/28 00:00:00,,"9",,,44.150395,7.49114,"2309",,vrai
4140,1kmL93E1059N6349,E1059N6349,"42450","17",2022/09/27 18:00:00,,"7",,,44.1505117,7.4913167,"2347",,vrai
4140,1kmL93E1059N6349,E1059N6349,"42449","17",2022/09/27 12:00:00,,"12",,,44.1507533,7.4911017,"2272",,vrai
4140,1kmL93E1059N6349,E1059N6349,"42343","17",2022/09/20 06:00:00,,"5",,,44.1513917,7.49472,"2286",,vrai
4140,1kmL93E1059N6349,E1059N6349,"42334","17",2022/09/20 00:00:00,,"12",,,44.1530433,7.4943233,"2263",,vrai
4140,1kmL93E1059N6349,E1059N6349,"42333","17",2022/09/19 18:00:00,,"9",,,44.1538267,7.4938217,"2269",,vrai
4140,1kmL93E1059N6349,E1059N6349,"42332","17",2022/09/19 12:00:00,,"12",,,44.149065,7.496075,"2374",,vrai
4140,1kmL93E1059N6349,E1059N6349,"42331","17",2022/09/19 06:00:00,,"7",,,44.153305,7.4967983,"2392",,vrai
4140,1kmL93E1059N6349,E1059N6349,"42330","17",2022/09/19 00:00:00,,"12",,,44.1522283,7.4983433,"2404",,vrai
4140,1kmL93E1059N6349,E1059N6349,"42329","17",2022/09/18 18:00:00,,"10",,,44.1535017,7.4966467,"2390",,vrai
4140,1kmL93E1059N6349,E1059N6349,"42328","17",2022/09/18 12:00:00,,"23",,,44.1522683,7.4982983,"2396",,vrai
4140,1kmL93E1059N6349,E1059N6349,"42258","17",2022/09/18 00:00:00,,"7",,,44.1521967,7.4983617,"2400",,vrai
4140,1kmL93E1059N6349,E1059N6349,"42257","17",2022/09/17 18:00:00,,"7",,,44.1518533,7.49812,"2412",,vrai
4140,1kmL93E1059N6349,E1059N6349,"41697","17",2022/08/30 12:00:00,,"20",,,44.1566067,7.5009667,"2316",,vrai
4140,1kmL93E1059N6349,E1059N6349,"41693","17",2022/08/29 12:00:00,,"19",,,44.15566,7.5013383,"2458",,vrai
4140,1kmL93E1059N6349,E1059N6349,"41124","17",2022/08/26 12:00:00,,"17",,,44.15415,7.502665,"2435",,vrai
4140,1kmL93E1059N6349,E1059N6349,"41091","17",2022/08/22 12:00:00,,"20",,,44.1490767,7.500595,"2472",,vrai
4140,1kmL93E1059N6349,E1059N6349,"41090","17",2022/08/22 06:00:00,,"12",,,44.151625,7.5016783,"2464",,vrai
4140,1kmL93E1059N6349,E1059N6349,"41088","17",2022/08/21 12:00:00,,"20",,,44.148405,7.5021033,"2490",,vrai
4140,1kmL93E1059N6349,E1059N6349,"41087","17",2022/08/21 06:00:00,,"15",,,44.1515967,7.501795,"2453",,vrai
4140,1kmL93E1059N6349,E1059N6349,"40944","17",2022/08/20 06:00:00,,"17",,,44.1503517,7.501355,"2439",,vrai
4140,1kmL93E1059N6349,E1059N6349,"40943","17",2022/08/19 18:00:00,,"13",,,44.1519933,7.50213,"2452",,vrai
4140,1kmL93E1059N6349,E1059N6349,"40942","17",2022/08/19 12:00:00,,"18",,,44.1503483,7.5012667,"2436",,vrai
4140,1kmL93E1059N6349,E1059N6349,"40751","17",2022/08/14 06:00:00,,"15",,,44.15013,7.5018983,"2457",,vrai
4140,1kmL93E1059N6349,E1059N6349,"40721","17",2022/08/11 12:00:00,,"24",,,44.15621,7.502795,"2312",,vrai
4140,1kmL93E1059N6349,E1059N6349,"40622","17",2022/08/09 12:00:00,,"21",,,44.1563983,7.499115,"2292",,vrai
4140,1kmL93E1059N6349,E1059N6349,"40621","17",2022/08/09 06:00:00,,"15",,,44.15631,7.4968483,"2257",,vrai
4140,1kmL93E1059N6349,E1059N6349,"40618","17",2022/08/08 12:00:00,,"20",,,44.1558217,7.5013483,"2385",,vrai
4140,1kmL93E1059N6349,E1059N6349,"39811","17",2022/08/03 12:00:00,,"21",,,44.1561733,7.5031217,"2341",,vrai
4140,1kmL93E1059N6349,E1059N6349,"39571","17",2022/08/02 12:00:00,,"21",,,44.1564667,7.5025433,"2320",,vrai
4140,1kmL93E1059N6349,E1059N6349,"39567","17",2022/08/01 12:00:00,,"25",,,44.1557333,7.5012517,"2372",,vrai
4140,1kmL93E1059N6349,E1059N6349,"39213","17",2022/07/31 12:00:00,,"19",,,44.1483933,7.5020783,"2509",,vrai
4140,1kmL93E1059N6349,E1059N6349,"39209","17",2022/07/30 12:00:00,,"20",,,44.1511367,7.5003933,"2526",,vrai
4140,1kmL93E1059N6349,E1059N6349,"39208","17",2022/07/30 06:00:00,,"13",,,44.1522067,7.5026233,"2457",,vrai
4140,1kmL93E1059N6349,E1059N6349,"38791","17",2022/07/25 18:00:00,,"18",,,44.14864,7.4998783,"2519",,vrai
4140,1kmL93E1059N6349,E1059N6349,"38790","17",2022/07/25 12:00:00,,"20",,,44.1480183,7.501435,"2578",,vrai
4140,1kmL93E1059N6349,E1059N6349,"38786","17",2022/07/24 12:00:00,,"21",,,44.1559683,7.503145,"2287",,vrai
4140,1kmL93E1059N6349,E1059N6349,"38629","17",2022/07/23 12:00:00,,"24",,,44.1558067,7.500675,"2363",,vrai
4140,1kmL93E1059N6349,E1059N6349,"38626","17",2022/07/22 12:00:00,,"23",,,44.1554933,7.5019933,"2416",,vrai
4140,1kmL93E1059N6349,E1059N6349,"38660","17",2022/07/21 18:00:00,,"19",,,44.1504783,7.4997617,"2522",,vrai
4140,1kmL93E1059N6349,E1059N6349,"38090","17",2022/07/15 12:00:00,,"22",,,44.1555617,7.5017883,"2414",,vrai
4140,1kmL93E1059N6349,E1059N6349,"38009","17",2022/07/13 12:00:00,,"21",,,44.14902,7.5021667,"2489",,vrai
4140,1kmL93E1059N6349,E1059N6349,"38005","17",2022/07/12 12:00:00,,"20",,,44.1483933,7.5017417,"2381",,vrai
4140,1kmL93E1059N6349,E1059N6349,"37926","17",2022/07/11 12:00:00,,"21",,,44.1485367,7.5017883,"2524",,vrai
4140,1kmL93E1059N6349,E1059N6349,"37925","17",2022/07/11 06:00:00,,"16",,,44.149315,7.5026533,"2491",,vrai
4140,1kmL93E1059N6349,E1059N6349,"37922","17",2022/07/10 12:00:00,,"21",,,44.1479933,7.5009167,"2589",,vrai
4140,1kmL93E1059N6349,E1059N6349,"37921","17",2022/07/10 06:00:00,,"20",,,44.147845,7.5004533,"2591",,vrai
4140,1kmL93E1059N6349,E1059N6349,"37727","17",2022/07/10 00:00:00,,"16",,,44.1498083,7.4999383,"2555",,vrai
4140,1kmL93E1059N6349,E1059N6349,"37726","17",2022/07/09 18:00:00,,"17",,,44.1509133,7.5011133,"2471",,vrai
4140,1kmL93E1059N6349,E1059N6349,"37725","17",2022/07/09 06:00:00,,"19",,,44.1505167,7.50001,"2470",,vrai
4140,1kmL93E1059N6349,E1059N6349,"37724","17",2022/07/09 00:00:00,,"12",,,44.1509167,7.5003333,"2522",,vrai
4140,1kmL93E1059N6349,E1059N6349,"37606","17",2022/07/07 12:00:00,,"20",,,44.1555283,7.5018333,"2401",,vrai
4140,1kmL93E1059N6349,E1059N6349,"37602","17",2022/07/06 12:00:00,,"21",,,44.1556333,7.502545,"2371",,vrai
4140,1kmL93E1059N6349,E1059N6349,"37226","17",2022/07/01 06:00:00,,"17",,,44.15096,7.5000983,"2504",,vrai
4140,1kmL93E1059N6349,E1059N6349,"37225","17",2022/07/01 00:00:00,,"14",,,44.1517433,7.4983267,"2415",,vrai
4140,1kmL93E1059N6349,E1059N6349,"37224","17",2022/06/30 18:00:00,,"21",,,44.1524917,7.4959267,"2309",,vrai
4140,1kmL93E1059N6349,E1059N6349,"37223","17",2022/06/30 12:00:00,,"20",,,44.1495017,7.4952267,"2324",,vrai
4140,1kmL93E1059N6349,E1059N6349,"37222","17",2022/06/30 06:00:00,,"15",,,44.15069,7.500445,"2468",,vrai
4140,1kmL93E1059N6349,E1059N6349,"37210","17",2022/06/30 00:00:00,,"15",,,44.150485,7.4997733,"2522",,vrai
4140,1kmL93E1059N6349,E1059N6349,"37209","17",2022/06/29 18:00:00,,"18",,,44.1509933,7.501045,"2465",,vrai
4140,1kmL93E1059N6349,E1059N6349,"37208","17",2022/06/29 12:00:00,,"19",,,44.1485583,7.5000933,"2539",,vrai
4140,1kmL93E1059N6349,E1059N6349,"27304","17",2022/02/09 12:00:00,,"6",,,44.1481083,7.4991517,"2626",,vrai
4140,1kmL93E1059N6349,E1059N6349,"27303","17",2022/02/09 06:00:00,,"8",,,44.1567017,7.4921733,"2194",,vrai
4140,1kmL93E1059N6349,E1059N6349,"27302","17",2022/02/09 00:00:00,,"8",,,44.1564333,7.491945,"2244",,vrai
4140,1kmL93E1059N6349,E1059N6349,"27301","17",2022/02/08 18:00:00,,"6",,,44.15664,7.4922733,"2137",,vrai
4140,1kmL93E1059N6349,E1059N6349,"27300","17",2022/02/08 12:00:00,,"12",,,44.1566067,7.4922583,"2162",,vrai
4140,1kmL93E1059N6349,E1059N6349,"21289","17",2021/11/07 12:00:00,,"1",,,44.15329,7.4946617,"2299",,vrai
4140,1kmL93E1059N6349,E1059N6349,"21425","2",2021/11/07 12:00:00,,"5",,,44.15346,7.49505,"2279",,vrai
4140,1kmL93E1059N6349,E1059N6349,"21287","17",2021/11/06 18:00:00,,"-2",,,44.1480833,7.4919017,"2274",,vrai
4140,1kmL93E1059N6349,E1059N6349,"21119","17",2021/11/03 12:00:00,,"5",,,44.1533167,7.4922683,"2179",,vrai
4140,1kmL93E1059N6349,E1059N6349,"21118","17",2021/11/03 06:00:00,,"6",,,44.1539067,7.4919183,"2150",,vrai
4140,1kmL93E1059N6349,E1059N6349,"21117","17",2021/11/03 00:00:00,,"3",,,44.15516,7.4914833,"2097",,vrai
4140,1kmL93E1059N6349,E1059N6349,"21116","17",2021/11/02 18:00:00,,"6",,,44.1550433,7.4914,"2119",,vrai
4140,1kmL93E1059N6349,E1059N6349,"21115","17",2021/11/02 12:00:00,,"7",,,44.1531017,7.4913967,"2135",,vrai
4140,1kmL93E1059N6349,E1059N6349,"20592","11",2021/10/26 06:00:00,,"4",,,44.152635,7.4977383,"2381",,vrai
4140,1kmL93E1059N6349,E1059N6349,"20591","11",2021/10/26 00:00:00,,"3",,,44.155555,7.4935433,"2310",,vrai
4140,1kmL93E1059N6349,E1059N6349,"20234","17",2021/10/20 18:00:00,,"9",,,44.1533333,7.4962517,"2373",,vrai
4140,1kmL93E1059N6349,E1059N6349,"20233","17",2021/10/20 12:00:00,,"24",,,44.1499417,7.5026017,"2465",,vrai
4140,1kmL93E1059N6349,E1059N6349,"20034","11",2021/10/17 12:00:00,,"4",,,44.1559833,7.5019967,"2345",,vrai
4140,1kmL93E1059N6349,E1059N6349,"18882","11",2021/10/01 12:00:00,,"12",,,44.151455,7.5020583,"2426",,vrai
4140,1kmL93E1059N6349,E1059N6349,"18878","11",2021/09/30 12:00:00,,"12",,,44.1506983,7.5023617,"2447",,vrai
4140,1kmL93E1059N6349,E1059N6349,"18877","11",2021/09/30 06:00:00,,"8",,,44.1512967,7.501665,"2432",,vrai
4140,1kmL93E1059N6349,E1059N6349,"18876","11",2021/09/30 00:00:00,,"7",,,44.1512533,7.5018167,"2426",,vrai
4140,1kmL93E1059N6349,E1059N6349,"18875","11",2021/09/29 18:00:00,,"6",,,44.1514567,7.5016783,"2450",,vrai
4140,1kmL93E1059N6349,E1059N6349,"18947","17",2021/09/29 12:00:00,,"13",,,44.149075,7.50061,"2475",,vrai
4140,1kmL93E1059N6349,E1059N6349,"18874","11",2021/09/29 12:00:00,,"14",,,44.1487067,7.5009617,"2512",,vrai
4140,1kmL93E1059N6349,E1059N6349,"18946","17",2021/09/29 06:00:00,,"8",,,44.150205,7.5002817,"2472",,vrai
4140,1kmL93E1059N6349,E1059N6349,"18873","11",2021/09/29 06:00:00,,"11",,,44.1512233,7.5018633,"2433",,vrai
4140,1kmL93E1059N6349,E1059N6349,"18872","11",2021/09/29 00:00:00,,"10",,,44.1516033,7.5016717,"2404",,vrai
4140,1kmL93E1059N6349,E1059N6349,"18779","17",2021/09/29 00:00:00,,"9",,,44.1513283,7.5006617,"2528",,vrai
4140,1kmL93E1059N6349,E1059N6349,"18778","17",2021/09/28 18:00:00,,"9",,,44.151035,7.50077,"2486",,vrai
4140,1kmL93E1059N6349,E1059N6349,"18649","11",2021/09/28 18:00:00,,"9",,,44.1517017,7.50195,"2453",,vrai
4140,1kmL93E1059N6349,E1059N6349,"18648","11",2021/09/28 12:00:00,,"18",,,44.1492083,7.500595,"2471",,vrai
4140,1kmL93E1059N6349,E1059N6349,"18777","17",2021/09/28 12:00:00,,"11",,,44.1492067,7.5008017,"2500",,vrai
4140,1kmL93E1059N6349,E1059N6349,"18647","11",2021/09/28 06:00:00,,"11",,,44.151,7.5015667,"2427",,vrai
4140,1kmL93E1059N6349,E1059N6349,"18776","17",2021/09/28 06:00:00,,"12",,,44.150645,7.5001883,"2479",,vrai
4140,1kmL93E1059N6349,E1059N6349,"18775","17",2021/09/28 00:00:00,,"11",,,44.15131,7.5005717,"2529",,vrai
4140,1kmL93E1059N6349,E1059N6349,"18646","11",2021/09/28 00:00:00,,"8",,,44.15158,7.50176,"2427",,vrai
4140,1kmL93E1059N6349,E1059N6349,"18774","17",2021/09/27 18:00:00,,"12",,,44.1521017,7.50235,"2465",,vrai
4140,1kmL93E1059N6349,E1059N6349,"18645","11",2021/09/27 18:00:00,,"11",,,44.151785,7.5017333,"2449",,vrai
4140,1kmL93E1059N6349,E1059N6349,"18644","11",2021/09/27 12:00:00,,"16",,,44.1489417,7.500665,"2483",,vrai
4140,1kmL93E1059N6349,E1059N6349,"18643","11",2021/09/27 06:00:00,,"6",,,44.150755,7.5019317,"2418",,vrai
4140,1kmL93E1059N6349,E1059N6349,"18680","17",2021/09/25 12:00:00,,"14",,,44.1542033,7.50243,"2408",,vrai
4140,1kmL93E1059N6349,E1059N6349,"18482","17",2021/09/24 12:00:00,,"13",,,44.14825,7.5023733,"2530",,vrai
4140,1kmL93E1059N6349,E1059N6349,"18481","17",2021/09/24 06:00:00,,"12",,,44.1502433,7.4970433,"2326",,vrai
4140,1kmL93E1059N6349,E1059N6349,"18480","17",2021/09/24 00:00:00,,"13",,,44.1519633,7.4978117,"2375",,vrai
4140,1kmL93E1059N6349,E1059N6349,"18479","17",2021/09/23 18:00:00,,"11",,,44.15352,7.4970333,"2417",,vrai
4140,1kmL93E1059N6349,E1059N6349,"18478","17",2021/09/23 06:00:00,,"6",,,44.152005,7.4978333,"2376",,vrai
4140,1kmL93E1059N6349,E1059N6349,"18388","17",2021/09/23 00:00:00,,"9",,,44.15202,7.4978583,"2393",,vrai
4140,1kmL93E1059N6349,E1059N6349,"18387","17",2021/09/22 18:00:00,,"9",,,44.1536183,7.4964267,"2389",,vrai
4140,1kmL93E1059N6349,E1059N6349,"18386","17",2021/09/22 12:00:00,,"9",,,44.15493,7.49836,"2344",,vrai
4140,1kmL93E1059N6349,E1059N6349,"18280","11",2021/09/20 12:00:00,,"10",,,44.1513467,7.5019183,"2441",,vrai
4140,1kmL93E1059N6349,E1059N6349,"18215","17",2021/09/20 12:00:00,,"10",,,44.1510933,7.5014683,"2442",,vrai
4140,1kmL93E1059N6349,E1059N6349,"18110","17",2021/09/18 12:00:00,,"18",,,44.1553983,7.49884,"2389",,vrai
4140,1kmL93E1059N6349,E1059N6349,"18106","17",2021/09/17 12:00:00,,"13",,,44.1497717,7.5004617,"2443",,vrai
4140,1kmL93E1059N6349,E1059N6349,"18105","17",2021/09/17 06:00:00,,"5",,,44.15296,7.4988467,"2450",,vrai
4140,1kmL93E1059N6349,E1059N6349,"17971","17",2021/09/17 00:00:00,,"7",,,44.1532667,7.4985467,"2454",,vrai
4140,1kmL93E1059N6349,E1059N6349,"17970","17",2021/09/16 18:00:00,,"9",,,44.1513583,7.5007033,"2355",,vrai
4140,1kmL93E1059N6349,E1059N6349,"17969","17",2021/09/16 12:00:00,,"13",,,44.1507667,7.502185,"2408",,vrai
4140,1kmL93E1059N6349,E1059N6349,"17964","17",2021/09/15 06:00:00,,"9",,,44.1530817,7.4986517,"2451",,vrai
4140,1kmL93E1059N6349,E1059N6349,"17881","17",2021/09/15 00:00:00,,"14",,,44.1514967,7.4993883,"2410",,vrai
4140,1kmL93E1059N6349,E1059N6349,"17880","17",2021/09/14 18:00:00,,"13",,,44.1530083,7.4981683,"2433",,vrai
4140,1kmL93E1059N6349,E1059N6349,"17879","17",2021/09/14 12:00:00,,"15",,,44.150535,7.4974033,"2349",,vrai
4140,1kmL93E1059N6349,E1059N6349,"17878","17",2021/09/14 06:00:00,,"11",,,44.1513267,7.4988183,"2466",,vrai
4140,1kmL93E1059N6349,E1059N6349,"17877","17",2021/09/14 00:00:00,,"12",,,44.1517,7.4992167,"2441",,vrai
4140,1kmL93E1059N6349,E1059N6349,"17876","17",2021/09/13 18:00:00,,"12",,,44.1510067,7.49935,"2487",,vrai
4140,1kmL93E1059N6349,E1059N6349,"17875","17",2021/09/13 12:00:00,,"16",,,44.1524033,7.4993883,"2455",,vrai
4140,1kmL93E1059N6349,E1059N6349,"17874","17",2021/09/13 06:00:00,,"8",,,44.1519467,7.499605,"2462",,vrai
4140,1kmL93E1059N6349,E1059N6349,"17730","17",2021/09/13 00:00:00,,"10",,,44.1534167,7.49609,"2324",,vrai
4140,1kmL93E1059N6349,E1059N6349,"17729","17",2021/09/12 18:00:00,,"10",,,44.154005,7.49588,"2376",,vrai
4140,1kmL93E1059N6349,E1059N6349,"17728","17",2021/09/12 12:00:00,,"12",,,44.1550217,7.498655,"2401",,vrai
4140,1kmL93E1059N6349,E1059N6349,"17414","17",2021/09/05 12:00:00,,"14",,,44.1483217,7.5009133,"2526",,vrai
4140,1kmL93E1059N6349,E1059N6349,"17078","17",2021/09/01 12:00:00,,"13",,,44.1519767,7.49817,"2394",,vrai
4140,1kmL93E1059N6349,E1059N6349,"17077","17",2021/09/01 06:00:00,,"6",,,44.152525,7.4994083,"2450",,vrai
4140,1kmL93E1059N6349,E1059N6349,"16989","17",2021/09/01 00:00:00,,"15",,,44.1522767,7.4970033,"2386",,vrai
4140,1kmL93E1059N6349,E1059N6349,"16988","17",2021/08/31 18:00:00,,"9",,,44.1529317,7.4977317,"2391",,vrai
4140,1kmL93E1059N6349,E1059N6349,"16987","17",2021/08/31 12:00:00,,"12",,,44.152665,7.5008567,"2577",,vrai
4140,1kmL93E1059N6349,E1059N6349,"16985","17",2021/08/30 12:00:00,,"22",,,44.1488067,7.5002283,"2510",,vrai
4140,1kmL93E1059N6349,E1059N6349,"16823","11",2021/08/30 06:00:00,,"6",,,44.1497783,7.50228,"2471",,vrai
4140,1kmL93E1059N6349,E1059N6349,"16984","17",2021/08/30 06:00:00,,"13",,,44.150865,7.5012767,"-1",,vrai
4140,1kmL93E1059N6349,E1059N6349,"16820","11",2021/08/29 12:00:00,,"15",,,44.14837,7.5018217,"2539",,vrai
4140,1kmL93E1059N6349,E1059N6349,"16819","11",2021/08/29 06:00:00,,"15",,,44.151215,7.5018483,"2430",,vrai
4140,1kmL93E1059N6349,E1059N6349,"16818","11",2021/08/29 00:00:00,,"8",,,44.1516233,7.5015617,"2443",,vrai
4140,1kmL93E1059N6349,E1059N6349,"16817","11",2021/08/28 18:00:00,,"8",,,44.1518483,7.5011533,"2410",,vrai
4140,1kmL93E1059N6349,E1059N6349,"16644","11",2021/08/27 06:00:00,,"11",,,44.14975,7.5024,"2476",,vrai
4140,1kmL93E1059N6349,E1059N6349,"16643","11",2021/08/27 00:00:00,,"14",,,44.150905,7.5015133,"2434",,vrai
4140,1kmL93E1059N6349,E1059N6349,"16642","11",2021/08/26 18:00:00,,"14",,,44.1498617,7.5019717,"2440",,vrai
4140,1kmL93E1059N6349,E1059N6349,"16499","11",2021/08/26 12:00:00,,"22",,,44.1489333,7.5024433,"2488",,vrai
4140,1kmL93E1059N6349,E1059N6349,"16305","11",2021/08/23 12:00:00,,"25",,,44.1493017,7.50228,"2481",,vrai
4140,1kmL93E1059N6349,E1059N6349,"15904","11",2021/08/19 06:00:00,,"10",,,44.1488983,7.498335,"2449",,vrai
4140,1kmL93E1059N6349,E1059N6349,"15569","11",2021/08/13 12:00:00,,"22",,,44.1480417,7.5018533,"2563",,vrai
4140,1kmL93E1059N6349,E1059N6349,"15435","11",2021/08/11 12:00:00,,"23",,,44.1480917,7.5020167,"2573",,vrai
4140,1kmL93E1059N6349,E1059N6349,"15303","11",2021/08/10 06:00:00,,"15",,,44.15105,7.5009033,"2489",,vrai
4140,1kmL93E1059N6349,E1059N6349,"14897","11",2021/08/03 18:00:00,,"12",,,44.1516467,7.502645,"2430",,vrai
4140,1kmL93E1059N6349,E1059N6349,"14896","11",2021/08/03 12:00:00,,"17",,,44.15091,7.5019533,"2414",,vrai
4140,1kmL93E1059N6349,E1059N6349,"16006","17",2021/07/23 06:00:00,,"16",,,44.1480467,7.5021767,"2554",,vrai
4140,1kmL93E1059N6349,E1059N6349,"15861","17",2021/07/21 00:00:00,,"15",,,44.149965,7.4930767,"2321",,vrai
4140,1kmL93E1059N6349,E1059N6349,"14054","10",2021/07/21 00:00:00,,"16",,,44.1514867,7.5001617,"2469",,vrai
4140,1kmL93E1059N6349,E1059N6349,"14053","10",2021/07/20 18:00:00,,"22",,,44.1550133,7.4993017,"2416",,vrai
4140,1kmL93E1059N6349,E1059N6349,"14052","10",2021/07/20 12:00:00,,"20",,,44.1550517,7.4995833,"2430",,vrai
4140,1kmL93E1059N6349,E1059N6349,"13878","10",2021/07/19 12:00:00,,"18",,,44.1543233,7.5018717,"2503",,vrai
4140,1kmL93E1059N6349,E1059N6349,"15858","17",2021/07/19 12:00:00,,"16",,,44.1539433,7.5029217,"2443",,vrai
4140,1kmL93E1059N6349,E1059N6349,"13877","10",2021/07/19 06:00:00,,"13",,,44.154295,7.5016383,"2458",,vrai
4140,1kmL93E1059N6349,E1059N6349,"13876","10",2021/07/19 00:00:00,,"16",,,44.1551717,7.499895,"2488",,vrai
4140,1kmL93E1059N6349,E1059N6349,"13875","10",2021/07/18 18:00:00,,"22",,,44.1544983,7.49944,"2482",,vrai
4140,1kmL93E1059N6349,E1059N6349,"13874","10",2021/07/18 12:00:00,,"15",,,44.1479217,7.5018833,"2581",,vrai
4140,1kmL93E1059N6349,E1059N6349,"13638","10",2021/07/15 18:00:00,,"8",,,44.1479733,7.4997967,"2659",,vrai
4140,1kmL93E1059N6349,E1059N6349,"13637","10",2021/07/15 12:00:00,,"21",,,44.1477783,7.4992917,"2618",,vrai
4140,1kmL93E1059N6349,E1059N6349,"13465","16",2021/07/11 12:00:00,,"19",,,44.14784,7.4996917,"2353",,vrai
4140,1kmL93E1059N6349,E1059N6349,"13107","5",2021/07/07 12:00:00,,"20",,,44.154815,7.5003583,"2513",,vrai
4140,1kmL93E1059N6349,E1059N6349,"13024","11",2021/07/05 12:00:00,,"19",,,44.1555067,7.5017717,"2404",,vrai
4140,1kmL93E1059N6349,E1059N6349,"15456","17",2021/07/02 12:00:00,,"15",,,44.1477533,7.5014333,"2618",,vrai
4140,1kmL93E1059N6349,E1059N6349,"15330","17",2021/06/25 12:00:00,,"14",,,44.1560267,7.499165,"2311",,vrai
4140,1kmL93E1059N6349,E1059N6349,"15329","17",2021/06/25 06:00:00,,"12",,,44.155195,7.4953033,"2293",,vrai
4140,1kmL93E1059N6349,E1059N6349,"15142","17",2021/06/25 00:00:00,,"9",,,44.15619,7.4944683,"2215",,vrai
4140,1kmL93E1059N6349,E1059N6349,"15111","17",2021/06/17 06:00:00,,"17",,,44.1512,7.5016733,"2478",,vrai
4140,1kmL93E1059N6349,E1059N6349,"14661","17",2021/06/14 00:00:00,,"14",,,44.1512617,7.5009633,"2475",,vrai
4140,1kmL93E1059N6349,E1059N6349,"14660","17",2021/06/13 18:00:00,,"18",,,44.1526683,7.4995133,"2441",,vrai
4140,1kmL93E1059N6349,E1059N6349,"14659","17",2021/06/13 12:00:00,,"16",,,44.150435,7.4990483,"2443",,vrai
4140,1kmL93E1059N6349,E1059N6349,"11301","5",2021/06/08 12:00:00,,"15",,,44.1484217,7.4985617,"2615",,vrai
4140,1kmL93E1059N6349,E1059N6349,"11300","5",2021/06/08 06:00:00,,"10",,,44.14796,7.49518,"2545",,vrai
4140,1kmL93E1059N6349,E1059N6349,"11299","5",2021/06/08 00:00:00,,"11",,,44.1484667,7.4954533,"2450",,vrai
4140,1kmL93E1059N6349,E1059N6349,"11298","5",2021/06/07 18:00:00,,"11",,,44.1484533,7.4954933,"2458",,vrai
4140,1kmL93E1059N6349,E1059N6349,"10750","11",2021/06/02 06:00:00,,"8",,,44.1531367,7.4995167,"2496",,vrai
4140,1kmL93E1059N6349,E1059N6349,"10681","11",2021/06/02 00:00:00,,"11",,,44.154015,7.4982133,"2491",,vrai
4140,1kmL93E1059N6349,E1059N6349,"13692","17",2021/06/02 00:00:00,,"10",,,44.154245,7.498065,"2531",,vrai
4140,1kmL93E1059N6349,E1059N6349,"10680","11",2021/06/01 22:53:00,,"10",,,44.1539783,7.498135,"2502",,vrai
4140,1kmL93E1059N6349,E1059N6349,"10679","11",2021/06/01 22:50:00,,"10",,,44.1540167,7.4981517,"2499",,vrai
4140,1kmL93E1059N6349,E1059N6349,"10678","11",2021/06/01 22:47:00,,"10",,,44.15402,7.49817,"2501",,vrai
4140,1kmL93E1059N6349,E1059N6349,"10677","11",2021/06/01 22:46:00,,"10",,,44.1540217,7.498185,"2498",,vrai
4140,1kmL93E1059N6349,E1059N6349,"10676","11",2021/06/01 22:45:00,,"10",,,44.1540217,7.4981517,"2500",,vrai
4140,1kmL93E1059N6349,E1059N6349,"10675","11",2021/06/01 22:44:00,,"10",,,44.1540117,7.4981583,"2497",,vrai
4140,1kmL93E1059N6349,E1059N6349,"10674","11",2021/06/01 22:43:00,,"10",,,44.1539917,7.498205,"2495",,vrai
4140,1kmL93E1059N6349,E1059N6349,"10673","11",2021/06/01 22:42:00,,"10",,,44.1539933,7.4981917,"2497",,vrai
4140,1kmL93E1059N6349,E1059N6349,"10672","11",2021/06/01 22:41:00,,"10",,,44.1540033,7.49819,"2497",,vrai
4140,1kmL93E1059N6349,E1059N6349,"10671","11",2021/06/01 22:40:00,,"9",,,44.1540383,7.4982367,"2496",,vrai
4140,1kmL93E1059N6349,E1059N6349,"10662","11",2021/06/01 22:37:00,,"10",,,44.1539617,7.49817,"2494",,vrai
4140,1kmL93E1059N6349,E1059N6349,"10661","11",2021/06/01 22:34:00,,"10",,,44.15402,7.4982133,"2496",,vrai
4140,1kmL93E1059N6349,E1059N6349,"10660","11",2021/06/01 22:31:00,,"10",,,44.153995,7.4981983,"2493",,vrai
4140,1kmL93E1059N6349,E1059N6349,"10659","11",2021/06/01 22:30:00,,"10",,,44.15401,7.498205,"2494",,vrai
4140,1kmL93E1059N6349,E1059N6349,"10658","11",2021/06/01 22:29:00,,"10",,,44.1539867,7.498195,"2495",,vrai
